uid,name,level,la,fid,faction,rankedwarhits,attackswon,xantaken,useractivity,retals,boostersused,energydrinkused,specialammoused,dukecontractscompleted,refills,total
2008477,Ledoksnis,85,1718874349,937,Sport Club,393,6583,6031,7212211,118,153,1545,56,234,2353,7268527375
2008838,xyzz,85,1718867437,12893,Darkside,364,9390,4113,9134943,292,342,783,65,135,1344,4229848043
2009106,CarbonAra,100,1718854715,8706,Carbon,578,15547,5148,8888410,85,423,841,2447,177,1939,5717173669
2009144,Fishbum,100,1718878141,11428,Swiss Squad,972,14862,4469,13446359,128,485,713,24358,1021,2276,6309138167
2009563,Ph6nt0m,99,1718856895,31764,Band of Brothers,397,6125,5585,7330692,86,582,1257,1500,128,882,4556247811
2010062,Fishyfox,94,1718876634,21368,Escensio Incursus,1172,6495,2988,12875216,130,369,2354,9277,346,1232,2809255668
2010310,Sp4wn,90,1718864818,366,Evolution,141,4046,3377,7419475,14,47,160,4150,73,1503,3722372545
2010524,Odin-All-Father,94,1718870674,6731,The Next Level,3448,8235,2616,22639746,144,328,3887,17070,357,969,2694546633
2010726,ShisoN,42,1718876191,14432,160th SOAR Night Stalkers,619,3140,584,1754160,0,76,18,0,348,311,35130088
2011600,Bruman,100,1718872647,9032,Wolf Pack,541,15768,6924,16354853,173,400,5638,16738,592,2504,9173237634
2011867,FoolsRushIn,100,1718872243,8938,Arcadia,230,9309,4468,7889766,43,44,289,1000,876,867,3701668600
2012107,Lewiss,100,1718877856,12893,Darkside,2439,21932,5947,28135815,1614,750,5256,46751,501,2218,6603472571
2012173,Alex_Cense,100,1718857614,37530,The Iron Retribution,381,25119,4674,12804267,97,158,1667,17418,1383,2176,4932572034
2012358,Monkie,100,1718874279,27223,Little Stompers,2453,15734,6720,14016096,497,210,624,4615,601,2546,7317496904
2012693,die_opfer,80,1718877457,47760,Ninjas In Rehab,1607,6128,1653,5433740,108,71,347,1025,501,591,816284856
2012719,SaintKrauss,95,1718861141,8317,Naughty Souls,663,8146,3217,4371615,50,285,582,4981,246,1169,3027482525
2012723,stare,100,1718858837,1117,Ascension,1103,15221,4258,31520952,186,701,1560,16046,584,1439,4393016677
2012929,Sybilla,90,1718854370,7115,Republic Of Futuria,949,14288,2469,11576845,44,347,389,9617,1057,1262,2312340458
2013945,SteamyEamy,100,1718877962,17587,Nomads 2.0,3509,11703,3906,4237186,1108,498,369,20191,467,1193,3749062103
2013988,Erbalicous,100,1718851951,8336,Monarch HQ,464,11791,6837,12888135,174,473,4342,107,211,2440,9300287602
2014200,Kalisa,100,1718859064,7835,Monarch Mutation,1766,18108,6297,20509368,621,551,2709,21852,886,2169,7073596212
2014412,Lord-Sugar,76,1718877600,8836,Vinerri,932,7074,2242,4750574,12,233,429,20110,441,694,1488113562
2014473,The_Kid_Salami,97,1718875848,27370,Desert Eagle,290,11860,2725,7396565,7,554,191,14959,1285,1005,3252572066
2014583,BootseyPowers,99,1718874270,13502,Dead or Alive,57,6642,4257,4294749,13,66,151,1075,83,966,3713232257
2014611,triz0,87,1718871135,8422,Monarch Cupid,484,6666,544,4197521,8,10,353,2746,418,164,822304360
2014627,Dookie,100,1718872395,23952,Midnight Plague,1331,13584,5699,9124222,684,405,471,8315,227,1305,6256118882
2014651,Mrpink85,95,1718854143,10174,AQUA-Poseidon,1864,11541,4507,3472763,56,179,678,14489,145,400,3424577827
2014817,Falcon,100,1718875450,3241,JFK,990,15094,6839,13621791,108,876,2502,19161,615,2364,9411949243
2014978,Dbutt65,50,1718872578,10296,Retaliation,696,3349,1912,3448993,33,342,525,3132,498,885,1701231185
2015134,Zachjuv,100,1718876169,9533,Natural Selection,5854,33768,7398,59670201,3143,2447,7666,35404,939,2478,3.871224e+14
2015160,Andrew_616,100,1718867749,6731,The Next Level,2673,33972,5956,44128964,1705,2885,2413,101220,1236,2177,8848573826
2015194,Recursive,100,1718873486,21716,The Covenant,578,11343,2660,8288783,91,89,848,9317,350,1558,3381835441
2015624,Tsmalls,78,1718858357,8836,Vinerri,2689,4231,1374,2527815,6,3,37,0,81,193,608562583
2015912,Carric,100,1718859378,9100,The Black Hand,1976,18057,5781,13041653,515,917,1357,38942,1312,2053,6701852450
2015976,Wildturkey,50,1718874514,46708,The Revenant,219,3282,893,2892560,0,170,17,2054,131,514,427087649
2016266,Sliceofpi,100,1718867861,9533,Natural Selection,1284,11463,5656,18384881,205,690,8660,11921,542,1831,6820636712
2016267,Kylar,100,1718873309,9533,Natural Selection,2900,27965,6653,25528442,1393,1125,10422,14678,684,2263,9232425892
2016637,Mev,100,1718851225,33007,HAKA,958,11257,5013,10879163,264,43,2767,7822,193,1825,6434371324
2016807,_Sephiroth_,49,1718855708,21040,Monarch Vanguard,540,1551,500,1769891,1,279,94,3176,195,348,16137424
2016943,samuraiporkchop,100,1718846213,11581,Natural Selection III,305,11603,3996,10419183,12,216,1476,18966,527,1753,4571842877
2018124,Urek,96,1718862658,27223,Little Stompers,1682,9050,4059,9508606,240,347,92,840,41,1467,4750692349
2018125,d0ng,99,1718847766,12094,Nuclear Fusion,977,9668,4743,11406155,187,456,881,4438,36,1791,5732028031
2018686,Ceril,80,1718866434,9674,IA Hookers & Blow,1129,5510,1925,7135984,6,157,625,9508,334,1125,1776203810
2018874,Predator95,79,1718845223,14686,Endless Endeavor,1516,5966,1197,5138789,13,198,161,0,166,410,195430553
2018938,Joalzo,70,1718851627,14686,Endless Endeavor,456,3642,1894,2630256,48,30,48,50,220,509,1032385704
2019071,p_D,76,1718865834,13665,PT-Penguins,203,4961,1605,7364242,2,184,768,4223,372,805,1296907223
2019680,Rebel_Virginia,100,1718851263,15644,New Sith Order,2068,21171,4815,24945322,1216,414,1902,495,792,1665,5375956152
2019770,kkdgs,84,1718878081,21368,Escensio Incursus,392,5391,2427,7096813,5,127,88,0,146,928,1661744058
2020009,GFTL,90,1718857635,15644,New Sith Order,721,11519,3439,13011150,194,260,187,2930,109,609,2220833746
2021133,AwesomePotato,60,1718877572,48633,Tokyo Syndicate,1140,1780,569,2664747,35,129,14,1201,109,198,192816563
2021373,Sober,100,1718843801,19,39th Street Killers,746,22489,5313,13555820,23,570,1642,5600,795,2020,5577068315
2021421,KubbidyB,58,1718878437,44758,NPO - Prosperity,1361,2303,860,5018493,129,68,149,1171,51,389,146653822
202258,piney,100,1718860553,9533,Natural Selection,1141,25992,11412,28174549,159,846,5436,53748,1000,4258,16417856852
2023001,GrimReefer666,38,1718846046,16247,Capacity X,350,674,379,1264113,1,87,226,890,27,186,10478856
2023175,-Cahaya-,100,1718875170,478,PT-ShadowRazers,1135,14829,4620,14804577,14,18,131,11051,536,1149,4266862828
2024178,KingBaby,100,1718862421,6731,The Next Level,997,31879,3192,13090139,65,569,1433,58975,834,1588,2091527329
2024404,Evil_Cranes,94,1718876323,8085,Nuclear Blast,493,6611,4169,2798472,27,49,12,18365,407,1535,4064990962
2024524,Bradshaw,100,1718878069,22295,Aquarius,2775,13176,3046,10455030,172,456,3889,1000,195,1309,3096279788
2024732,Razuvious,62,1718849341,8706,Carbon,1441,11310,5267,12336200,84,356,450,743,267,1121,5325287364
2025468,rabonnobar,99,1718865095,15644,New Sith Order,534,7056,2980,3923294,110,1716,1433,0,95,1334,3663010293
2025548,Saniax,98,1718878349,22295,Aquarius,2567,9956,2733,5592166,877,71,1993,37339,615,1004,1871478772
2025932,Jeeeves,61,1718878458,22295,Aquarius,43,2196,887,2511798,4,69,0,513,236,541,336807306
2025939,Wadertx,100,1718858568,16628,Chain Reaction,1176,27325,6457,33534496,18,2454,12558,45812,1454,2049,8717759846
2026909,Vybz_Kartel,100,1718858913,8336,Monarch HQ,326,15911,6234,14273851,29,206,3035,31855,1401,2139,8173874285
2027090,Yischu,50,1718878218,7282,Luscious Dreams,1361,2469,732,8363061,16,184,282,106,176,247,30718206
2027195,JonnieSnow,100,1718853149,11581,Natural Selection III,333,9917,5240,12646982,87,433,1232,16979,731,1926,6548087201
2027931,BotaJ,100,1718864379,13665,PT-Penguins,456,16007,3848,16392668,43,356,972,18332,1275,1135,3989263657
2027992,Hamr,100,1718877450,8867,Monarch Chrysalis,765,12369,6395,23005167,178,628,1666,15759,332,2221,8655265570
2028573,Alphebia,100,1718877951,13502,Dead or Alive,977,13103,3318,4282095,106,284,1367,9000,581,1121,2724993074
2029117,xtrevorx187x,99,1718850785,9100,The Black Hand,789,9891,3714,4722017,75,219,1224,24239,285,1545,3921245340
2029296,Miezip,97,1718877673,8500,Extinction,261,7560,1831,4547806,15,443,504,12606,352,1089,1330819230
2029408,OddPotato,60,1718866940,22492,Dystopia,566,4818,1833,4284924,25,38,20,18,312,479,920967065
2029519,JDWV,89,1718853987,7049,39th Street Healers,1101,10586,2314,12108628,106,1078,705,29573,716,748,1167494352
2029956,Tactical_Santa,92,1718868767,525,Ministry of Mayhem,953,5661,3520,11696144,311,802,197,28243,395,566,3282518465
2031063,GreatBrian,97,1718878482,38847,Vigilantes,3351,9943,2775,6279102,347,380,1165,32050,520,1035,2194935753
2031258,Bella-De-Borja,100,1718868625,27370,Desert Eagle,812,11219,5824,12858984,158,159,395,128,571,2111,6518290456
2032116,celina,94,1718866832,8706,Carbon,66,18214,7439,26869192,8,708,9246,96874,1645,2586,9866656190
2034431,wap,100,1718872367,366,Evolution,582,8506,5935,12719743,74,35,4972,500,370,2018,7613332787
2034460,CrazyCooter,91,1718849160,6974,Onion Smugglers,278,7172,2247,3625694,21,112,485,6360,344,598,1494646299
2034816,JheronimusBosch,100,1718875333,10820,Lithium,528,10994,3775,14793045,19,317,623,11055,274,1478,4546165211
2034939,Insi,100,1718873886,8706,Carbon,850,9565,5718,18043242,310,283,2108,26300,492,2209,7643797528
2034945,Darkemann,100,1718874633,13502,Dead or Alive,726,13704,3936,10202151,144,276,317,16446,637,1483,3565718615
2035028,Kamikaze-Tool,100,1718848931,8938,Arcadia,817,17243,5121,36162473,497,324,2119,37007,1793,1852,5364562134
2035104,xlemmingx,94,1718866831,12094,Nuclear Fusion,342,7363,3307,7278691,64,374,292,9668,697,1209,3277432490
2035318,Madz,99,1718872408,9524,HT-Fenris,2214,12831,3168,7761375,93,86,601,11850,914,1278,2895959978
2035470,Jackal,15,1718870466,24106,The Almanac,1879,18771,5190,11456037,146,319,189,10450,1137,1773,5786898049
2035605,HellbillyMadman,93,1718861377,30820,Wolverines Gone Wild,641,8754,1674,8579850,35,216,4616,20882,346,800,1256323761
2036317,JackScott,100,1718877706,13502,Dead or Alive,295,9263,2390,25031918,15,87,1138,4332,187,1007,3320608584
2036464,Halfwit99,100,1718878195,8384,Savage Plague,1199,13958,4845,10338347,158,118,572,4739,360,2071,5863845847
2036952,gators87,100,1718856611,7709,Vulpes Vulpes,2663,24728,6079,31956998,556,358,848,88254,2512,2221,6471876354
2037482,Graciejj2000,100,1718865278,10818,Lex Wolverines,2485,35129,6091,24661022,1697,1318,3660,80229,1303,2220,6178682330
2037487,SkullGunner,91,1718858107,1117,Ascension,1211,6341,3038,3440462,68,360,48,12344,609,512,1994126358
2037780,Dr_V,100,1718876577,46442,The Resolute,2200,20935,6807,32063131,727,560,3878,36463,1741,2306,7717576474
2038162,Alderson,100,1718877663,11747,Natural Selection II,736,20728,6368,14385361,114,310,3058,13514,1375,2180,7452184858
2038227,tejdog1,100,1718865329,18736,Monarch Research,255,11912,5630,8948463,207,426,535,500,148,2123,5764378587
2038423,Vyzor,73,1718870983,16057,Glory to Heroes,743,2944,2102,6439339,127,145,400,6999,134,846,2078201287
2038695,Ryan_Shepherd,100,1718877395,14365,JFK 2.1,2255,43396,6157,50660865,623,2127,6520,52744,576,2307,7729772760
2038773,KRobert,100,1718878167,8336,Monarch HQ,2141,23440,6966,42416014,571,1186,11258,29089,2323,2609,8.856e+11
2039023,riddermargh,100,1718870310,18736,Monarch Research,205,18631,4162,7145406,13,306,428,7428,1360,1447,4166101470
2039247,Yami,97,1718868436,8520,Xenon,763,7533,3917,12980694,79,38,580,957,295,1613,4261511998
2039424,windy,100,1718872287,16628,Chain Reaction,244,11131,7879,24024700,80,748,1150,11390,619,2614,9942184184
2039823,--Nero--,73,1718877256,6799,The Untouchables,261,18437,5433,19158938,22,597,866,13606,528,1666,5003320771
2040172,Jigsarnak,15,1718866491,14686,Endless Endeavor,602,10972,3297,7184562,119,269,128,1025,352,1409,3084193074
2040314,Elfwizard,50,1718842240,42055,Dead Fragment,638,2809,626,4468489,19,37,95,1168,167,177,79780768
2040506,danfuz,70,1718862076,8867,Monarch Chrysalis,263,1869,1585,8968837,6,100,1013,0,103,760,717084143
2040535,MrBrawl,100,1718876555,19,39th Street Killers,375,12773,2682,3481477,3,63,511,12741,1474,479,2492376391
2040537,Nucifer,100,1718876437,19,39th Street Killers,389,14139,3406,6151383,10,34,567,14772,1318,466,3018097549
2040603,Xila,94,1718876460,19,39th Street Killers,251,9118,2475,7254166,6,54,267,10924,437,549,1616372458
2040782,PinkConfetti,56,1718872364,20747,Damage Inc,279,1366,2062,2807845,0,349,337,0,36,915,1526633122
2040809,epicaricacy,100,1718856269,7835,Monarch Mutation,703,17286,5703,8527696,114,5184,2505,38049,1598,2477,9457471890
2040893,Calabrin,91,1718874011,937,Sport Club,837,4220,3293,2980822,26,50,488,14325,384,1378,3343080694
2040920,Enallax,100,1718859646,2095,insurreXtion,1182,12916,6300,25283695,90,198,182,3446,180,2236,7028505430
2041403,Auxies,99,1718877493,1117,Ascension,2399,9377,3018,6132118,74,360,796,22188,496,730,2427141769
2041810,phoenixrose,97,1718862795,36891,FLATLINE,463,12942,2817,3340268,38,32,645,52960,681,927,2212535571
2041946,Man,100,1718875087,48252,Open Collar,3196,30436,5213,14374462,792,288,9434,36925,1054,2139,6197933541
2043116,JurassicMark,100,1718870461,10913,Unbroken Silence,772,16212,5818,14522175,176,320,1782,13250,1051,2410,7697556892
2043119,hoju,100,1718860016,9176,The Iron Fist,465,15385,7057,15498258,98,598,1056,25854,1755,2223,8944318435
2043178,Fatal_fate,69,1718866904,13377,The Brotherhood of War,394,5311,2510,2056230,16,76,8,11400,306,493,2016100814
2044869,Vanta_Black,100,1718878327,16312,39th Street Killers X,283,22074,6824,21006105,15,1164,18063,67834,1914,2382,9192146614
2045424,Scythe,92,1718873372,21368,Escensio Incursus,301,9094,2601,10847382,30,28,183,2602,331,1092,2177913530
2045434,Lion,20,1718865235,13377,The Brotherhood of War,893,20022,438,13686125,209,185,2167,60477,1975,1518,2108479674
2045476,Final_Judgement,88,1718871597,27554,Spawtans,1335,4913,2027,4884054,164,33,87,2281,213,615,1430271348
2046239,sgrosso,77,1718869677,14078,~Twisted~,368,23249,6143,10444116,214,253,781,33399,1836,2180,6481468525
2046748,Digger67,83,1718878044,16247,Capacity X,6028,26153,6786,30435849,1189,546,728,17839,433,2411,8382913700
2046803,Marcusbax,93,1718877659,9055,Natural Selection IV,196,7305,2917,7347729,0,124,517,1390,82,1395,2712055956
2047256,Sir_Cr4p,50,1718866883,13784,WarBirds,416,5406,6477,14674880,42,530,755,1617,108,2140,8043242781
2047491,sadistichronic,57,1718876727,48633,Tokyo Syndicate,2528,4224,875,4734007,26,271,74,1869,168,183,38342058
2047548,MrChapsticks,85,1718878360,31764,Band of Brothers,627,4850,2776,5113642,142,502,2060,0,72,1086,2628384364
2047945,DubbleCheez,100,1718853954,7835,Monarch Mutation,564,17454,5535,14359721,21,370,1822,240,4,2085,6246929049
2048116,Dondada,100,1718871691,2095,insurreXtion,531,9445,6975,13603591,58,342,1810,11691,385,2481,9577501402
2048198,arthsath,96,1718850939,40775,WarDogs HQ,635,8974,3233,14002332,635,64,0,2904,323,1408,3429407218
2048344,vuk,99,1718861713,9032,Wolf Pack,527,8900,3460,9548500,86,148,218,17096,686,1752,4340663588
204836,Slork,100,1718878454,40518,Monarch Oscuridad,2094,53705,10757,51017636,1240,2529,2314,28166,2462,4291,6.84e+11
2048878,TheDarkLight,100,1718841302,89,Catalysis,146,11530,5946,9351250,19,593,597,1707,411,2096,7066344346
2049725,iridiscent,75,1718878365,230,PT-Family,296,15246,2763,10924889,29,135,967,591,122,967,1494211105
2049814,Lamp,99,1718862857,7969,WIT-Premier,546,9924,3676,5276435,3,396,917,7595,349,1325,3557693843
2049943,Mhanlayy,98,1718869913,7835,Monarch Mutation,870,4566,7003,8557602,163,127,732,890,434,2437,8617928306
2049985,Wrynn,80,1718876045,27223,Little Stompers,812,6592,1895,7082384,37,237,2381,167,304,860,1230432908
2049990,PiinkY,97,1718866980,18736,Monarch Research,1930,11044,3136,7888430,82,295,3983,600,558,1426,3151878171
2049998,Ember,100,1718863871,6731,The Next Level,822,11341,3759,15706047,179,155,1953,15197,572,1211,4434862413
2050028,Tickets_Bought,97,1718850243,27370,Desert Eagle,955,8861,4323,6563092,54,33,344,107,50,2035,5399147034
2050232,thewizardman73,100,1718864079,89,Catalysis,791,12984,4576,8955940,66,90,825,2585,317,1509,4840618377
2050367,CosmicOwl,100,1718861535,9176,The Iron Fist,183,11324,4307,5308777,29,321,652,0,93,1673,4411524554
2051236,SarahSmith,100,1718878008,8706,Carbon,404,10758,5321,7158907,25,76,2561,10802,645,2060,7051297676
2051415,Vanduul,100,1718860771,12094,Nuclear Fusion,516,9781,5656,7379760,33,193,216,665,280,579,5017031667
2051567,Ich-bin,40,1718874980,32781,HAMAG HQ,284,1423,245,3597296,1,24,52,1152,206,327,57533956
2051982,A13X,98,1718858159,18569,Romania Elite Kommando,1191,10689,4157,10993812,48,301,547,38766,1661,792,3903232209
2052239,Birty,54,1718877984,21716,The Covenant,198,2713,3268,3616156,9,71,307,0,58,515,2754241273
2052302,jukka,100,1718878438,11747,Natural Selection II,994,20580,6483,24491302,493,1278,6035,45683,692,2133,8550296897
2052702,play_off,36,1718854939,7969,WIT-Premier,255,3522,5814,9061557,19,174,277,0,81,2021,6612584584
2052857,ContractKiller,100,1718843844,16312,39th Street Killers X,1056,17645,4818,8805653,98,297,1231,41890,623,1487,5194772909
2052875,firefly50,100,1718874773,13737,The War Rig,3839,19558,3854,19826734,209,970,1756,102617,2403,1794,3493207094
20532,Baal,97,1718862781,231,Destructive Anomaly,127,6376,3049,6435460,3,719,54,0,123,1951,4414753865
2054100,Dottee,100,1718871331,2095,insurreXtion,678,13636,7309,14948756,96,335,7137,31125,696,2590,8961408635
2054500,nex,100,1718874516,7709,Vulpes Vulpes,1571,25306,5792,62815509,798,737,15252,129948,2116,2168,7314424438
2054725,Mike75abc,60,1718878201,15120,Wolf Pack Next Generation,274,8009,5396,21747168,182,424,1968,1888,131,2008,6937658490
2055562,BloodQueen,100,1718858315,231,Destructive Anomaly,625,16275,4914,6294598,138,478,881,15285,902,1331,5150918703
2056012,Versace,100,1718872617,16312,39th Street Killers X,350,13936,5803,11887417,20,1344,9308,18606,657,2312,9475516813
2057012,AZa_cadabra,100,1718848968,9305,Legitimate Business,571,15795,4691,11670088,281,520,1143,28185,1647,919,4217614248
2057218,l2exah,99,1718863588,9100,The Black Hand,2279,10680,3546,9605586,182,762,928,10148,683,1537,3298116597
2057854,Flamer,100,1718861971,16312,39th Street Killers X,1434,19346,4052,14025279,69,373,4121,14473,1050,1412,3847680944
2057858,Gelso,95,1718875469,6799,The Untouchables,319,5726,3654,9637693,21,896,80,0,181,808,3830750639
2058493,Kfs888,70,1718874705,10140,In Memory of the Fallen,1227,11390,3431,7307408,162,712,192,9406,397,1089,3340942211
2058598,Lost-Profit,75,1718874180,16247,Capacity X,2288,4776,2524,4453493,31,55,77,122,37,760,2041507664
2058764,Sanddragon72,60,1718866039,8803,Buttgrass Inc,497,17535,3843,5833107,26,112,88,26143,1167,912,3841815730
2060828,Knytet,96,1718867868,11428,Swiss Squad,423,5748,6207,23384613,117,1152,1075,10661,680,1009,11267792927
2061213,selits,100,1718861723,9533,Natural Selection,1371,17493,6827,23311708,127,270,512,10230,1245,2236,8054855865
2061254,Ben678,100,1718878133,20747,Damage Inc,759,9275,4522,17166089,136,448,5593,11549,735,1792,6181945306
2061512,Toro_Loco,100,1718874900,8076,Order Through Chaos,2217,17284,7067,36255505,628,603,4665,64014,1767,2514,9518523297
2061841,Mercm3,100,1718870052,9533,Natural Selection,1695,17848,6537,27287869,254,645,2719,51317,1288,2160,8047776995
2061973,Archimedes,100,1718863210,9533,Natural Selection,1787,20610,6479,15156290,589,596,970,12378,1551,2098,7393029213
2062320,Mobkiller,100,1718876701,9533,Natural Selection,1817,15859,6331,9183468,384,390,1768,3320,262,2100,7878076287
2062560,SymosX96,67,1718869682,17250,Dog Tags,1150,2485,1385,2668708,6,57,57,7177,180,735,665031908
2062693,Cyfer,95,1718854609,32395,-Aurora-,395,7906,1902,4226698,18,335,345,4516,264,766,1233614106
2062714,-Grey-,15,1718872263,8510,Ara Pacis,1695,20417,6122,22377820,331,418,496,15585,1467,1923,6212227333
2063064,Blake-,91,1718870161,20881,.AMOEBA.,1411,7715,2567,2191543,34,157,106,1731,153,1130,2094988785
2063289,Skulll,21,1718870801,12094,Nuclear Fusion,226,5799,4606,5598946,6,9,677,236,211,1328,4226115311
2063442,dgumf,100,1718877978,12249,Aurora Surrealis,2339,14080,5596,34625359,1229,90,1181,36949,676,1535,6347688607
2064237,gaston22,100,1718873707,16312,39th Street Killers X,350,17686,4232,10054760,19,40,2137,26080,2220,1508,4670616416
2065017,SporkMonkey,100,1718874770,7835,Monarch Mutation,946,19794,6051,29524797,50,975,2058,49105,1677,2166,7162322416
2065355,Cayro,50,1718866396,8510,Ara Pacis,1283,8028,2320,3305302,35,442,3994,11060,449,713,1543397579
2065865,Ampheromine,89,1718874856,8468,Bloodbath and Beyond,705,34264,6346,46389297,816,1401,3049,3810,601,1779,6392737249
2065939,Wiber,100,1718878345,7835,Monarch Mutation,747,14569,3561,29084527,124,415,1962,28240,1271,1522,3393961161
2066038,MadRush3,100,1718877686,12893,Darkside,774,17683,3528,6178107,115,415,2354,80548,1270,1377,3968042206
2066093,Driver_of_ufo,100,1718878426,9041,PT-Calculated,680,8311,4836,8790802,19,205,1271,0,762,1990,5637264865
2066105,Negan,100,1718876148,9405,The Saviors,6148,17893,5466,27683108,1282,490,9496,17884,1123,1920,6263492680
2067547,Havi,50,1718875909,9503,TSFTS Microbrewery,1218,3152,1456,4975559,32,381,4,840,168,466,574908869
2067692,ThreeLetters3,83,1718873636,40992,Medic!!,1151,6347,1565,5262834,24,243,685,949,457,541,351914109
2068344,Trippo,100,1718863334,230,PT-Family,1011,24762,6143,15361343,446,3592,7104,106583,1880,2161,8811863851
2068379,Cute,90,1718871013,33007,HAKA,603,7520,1773,10471674,37,53,116,5870,773,758,710706525
2068617,LostHavok,99,1718873099,7282,Luscious Dreams,634,8965,3924,10114615,5,563,1547,12501,756,1280,3976049051
2069653,GilroyGenryusai,75,1718877111,13502,Dead or Alive,128,4836,1274,2609903,0,267,170,2027,141,591,282249803
2069798,Prof_OG,51,1718861038,15226,Whitenoise,671,3787,852,3660220,1,116,9,15668,639,274,147246564
2069891,surdipkhanal,100,1718878420,8802,Ram Rajya,3217,12011,3645,19735493,874,384,6429,7315,748,1120,3711725084
2069985,kolisavra,41,1718877623,6799,The Untouchables,489,13369,5374,14895735,150,386,400,0,153,1909,5645131527
2069998,Leanboi,50,1718875471,8520,Xenon,215,10247,3371,9565938,3,42,176,10890,937,1276,3117839772
2070312,KingLouisCLXXII,100,1718866441,22781,The Wolverines,2634,17866,4756,16559548,622,707,870,53389,1170,1637,4875883989
2071734,Ace-,100,1718867469,89,Catalysis,844,18514,4653,15984701,194,719,5214,57977,731,1533,5555821366
207185,Summer-Love,100,1718869908,8537,NNGO,1615,8920,2427,6284057,342,554,5710,22620,438,1359,4382940631
2072034,Plunderpants,100,1718856907,8706,Carbon,1244,12524,5275,15231114,479,1120,3038,8034,491,2069,6965160383
2072164,NastyMilkTits,96,1718869565,8938,Arcadia,108,6386,3342,3641214,38,46,795,1091,296,727,2409305235
2072693,VeWithIt,70,1718877621,42741,Black  Lotus  Society,2119,4639,1300,3757017,28,527,183,20,168,478,357684402
207347,Mattyb,100,1718877838,231,Destructive Anomaly,959,20915,6178,10630699,161,281,1301,55649,992,2356,10098635249
2074313,Buddha,99,1718874870,49184,The Rusty Pickle,2640,21513,3025,15675826,666,980,2055,21600,826,1442,3205682847
2074333,Ish_Joker,100,1718877074,9100,The Black Hand,808,17099,5881,7161346,50,670,2100,14858,1044,2270,7086096438
207451,SkullKrusher,99,1718861641,89,Catalysis,761,10217,5279,11131655,153,388,226,4683,274,1124,7396709154
2075264,JinHoshi,100,1718853658,8151,Chromatic,585,11679,5507,11933505,95,1119,2046,674,418,1959,7169909526
2075395,Xpertiza,99,1718876570,18569,Romania Elite Kommando,1822,11938,4712,12685028,227,16,442,21448,969,1733,5497680395
2075823,Sym,100,1718878203,231,Destructive Anomaly,2622,23632,6174,31994509,630,951,6085,191427,2007,2137,7343569958
2076284,Fox_in_Socks,95,1718876047,13784,WarBirds,278,7274,4515,3433577,2,163,1096,5655,324,1221,4023070287
2076812,Tenma,16,1718877697,27312,SA  Equilibrium,5,6907,5594,5373468,5,168,304,0,193,1671,6358984923
2076826,Scott2012,75,1718855939,42263,Happy Vegemites,1491,4906,1989,4444585,132,306,357,11586,631,618,992035262
2077091,severaler,83,1718853880,12094,Nuclear Fusion,161,2318,1012,8222250,0,51,204,5,73,316,439111939
2077507,WalkingTarget,100,1718877400,11747,Natural Selection II,1859,24477,6071,35555984,1090,2641,7913,104136,1730,2135,12620403913
2077669,XGWA,96,1718875981,18569,Romania Elite Kommando,838,10896,4227,5867376,25,415,2582,23705,1589,1645,4640859481
2077736,Mersh,100,1718871487,89,Catalysis,293,18192,4770,8657360,66,663,1595,17901,1251,1404,5056461726
2078578,-Churchill-,87,1718863989,946,PT-IronHearts,1183,5621,1480,2659390,9,104,119,16250,753,394,978728613
2078947,Queen-Bee,80,1718862101,43699,Bees n Cheese,1566,4705,1946,5642580,31,442,257,1339,217,1026,1810074196
2079109,DiamondDarrell,84,1718854457,9176,The Iron Fist,887,5218,2176,2247056,55,545,1193,504,76,812,1649045564
2079404,adam2929,84,1718875295,9055,Natural Selection IV,191,5619,2148,10767598,3,567,1436,0,272,756,1718543831
2080065,Hawk,100,1718853855,8867,Monarch Chrysalis,4427,19739,4992,19024413,216,820,1549,14073,1374,2003,5960371268
2080088,zumdahl322,100,1718860049,26437,The Pagans,2075,11420,3994,13249408,304,2567,337,41826,1097,1394,7926234398
2080231,Dibos,95,1718869247,50145,Marshes Of Fallia,3779,12743,2302,8385009,306,624,985,4550,426,1245,2084468249
2080360,hells_nells,77,1718861392,40959,EPIC Mafia,605,9731,3298,4759103,105,23,821,550,147,1227,3465566528
2081105,Arnout,100,1718877533,15929,The Inquisition,3500,20506,4226,21645407,1814,1030,6823,24789,335,1536,10252252973
2081109,SpekBacon,98,1718877657,15929,The Inquisition,2087,8422,3478,5681163,583,587,1611,12905,165,1243,3782201554
2081336,Savage,65,1718878432,37426,Monarch Embassy,459,5383,1799,8325152,4,70,29,2864,349,307,1347422692
2081381,Coalas,75,1718875900,14686,Endless Endeavor,431,6783,2956,3782413,29,258,324,1004,235,935,2614736151
2081550,Atum86,80,1718877609,6799,The Untouchables,232,3840,1387,3840027,8,597,746,5854,295,795,1041390980
2081738,StoomJezus,89,1718876258,15929,The Inquisition,909,4465,2590,3048489,123,96,443,111,92,632,1566127282
2081741,CaptainChips,100,1718856735,33007,HAKA,388,10667,4415,6724001,86,580,1483,1134,238,1486,4737675167
2081777,_JAG_,100,1718847075,25001,The Red Knights,466,10030,2451,4546705,28,603,1842,44790,1463,1094,2020118083
2081854,GoJo-SatorU,46,1718871013,9517,OverWatch,48,1489,498,2186255,4,59,50,0,61,170,14673360
