uid,name,level,la,fid,faction,rankedwarhits,attackswon,xantaken,useractivity,retals,boostersused,energydrinkused,specialammoused,dukecontractscompleted,refills,Stats,total
10003,Shady69,100,1718868169,89,Catalysis,1307,21626,6053,22023458,1110,1073,12275,24436,738,1815,0,12371288960
1000418,zorrow,55,1718860595,40692,Kingdom of Asgard,21,4869,1650,2408459,4,18,4,0,18,458,0,1657421512
1000524,-FB-Projectxrun,100,1718873303,16312,39th Street Killers X,1052,9199,3405,8482246,99,286,3205,17157,652,966,0,4011156303
1001196,Saren_Arterius,100,1718874922,13851,Nuclear Therapy,2887,25044,3114,14357222,468,1661,1184,23389,1014,1698,0,4123540900
1001325,BuGsY,100,1718864599,41768,Aces Elite,703,13226,3957,5238733,180,137,69,3601,223,1406,0,4172573482
1001850,fcgo,30,1718863665,46805,Hummingbirds,0,255,1,300822,0,0,0,0,35,6,0,321861
1003202,iky,75,1718876744,38634,Takut Bini Army of Light,1449,8086,3457,5154968,7,263,220,10915,498,631,0,2935755319
1004229,duey,85,1718852452,35507,The Nest,1019,4124,1741,2663794,44,23,178,10545,142,929,0,1490214273
1004470,Blackdread,60,1718877654,39756,Abusement Park,301,3837,1723,2752123,0,35,18,0,194,566,0,1527731235
100495,chronik,65,1718847477,9524,HT-Fenris,99,4531,1521,5682165,0,1,5,0,115,227,0,722875141
1005145,Kamikaze-Rawr,100,1718848859,8938,Arcadia,512,9155,4614,6602391,109,87,272,1530,268,615,0,4233939511
1005356,JimBeam,89,1718862189,40039,Black & White,1898,9075,3162,7270002,442,434,643,0,239,1957,0,4778118487
1005953,xMiguelx,92,1718853333,22781,The Wolverines,325,6719,3254,2592191,26,166,267,262,31,1537,0,3044300578
100606,nitrogenous,80,1718849675,33007,HAKA,343,3055,1063,3461295,16,658,249,500,108,900,0,2814170286
1006698,Calin,91,1718840829,18569,Romania Elite Kommando,1081,6993,3267,2382016,125,159,179,12377,393,1793,0,3335960347
1006747,SPMSG,81,1718871860,15151,The ZOO,379,3237,1598,1344329,4,125,737,3157,374,1054,0,1230281054
1007258,Dilma,78,1718851473,478,PT-ShadowRazers,389,1951,2324,1892096,1,75,45,14,78,330,0,2166711940
1007507,crazygamer2091,50,1718846915,46442,The Resolute,338,4826,1548,4537770,20,41,57,0,125,663,0,1348034491
1007672,bobiii,100,1718877180,27312,SA  Equilibrium,171,10335,9909,8030662,163,255,287,36494,871,3951,0,10500925607
1007708,Djsalamon,100,1718853166,937,Sport Club,1178,16992,4345,6649530,169,225,1272,19275,1066,2429,0,7114907435
1007792,Streets,90,1718853035,49380,Crows,2780,6872,2372,7287033,46,210,1176,7856,280,877,0,1859054784
1008516,BigWill,66,1718876857,8400,Lingering Insanity,114,3255,236,1273367,0,109,59,19305,470,378,0,140813064
1008661,FryFenix,69,1718850254,15046,We Are Rising,314,4771,1352,1862827,24,163,38,515,181,626,0,417431002
1009117,Forrest1980,100,1718849952,11747,Natural Selection II,456,7943,3815,4136338,80,372,4046,24364,406,2001,0,4964002480
1009309,yawzaw,100,1718876291,16312,39th Street Killers X,848,13460,7343,16101348,90,160,354,0,237,2758,0,8125117939
1009539,kamas,100,1718872027,8336,Monarch HQ,854,24543,9734,22880889,138,77,4000,55874,2015,3731,0,12085033252
1009654,stephenm,91,1718868632,8802,Ram Rajya,510,3689,3241,1922501,32,308,172,6956,269,1434,0,3357259769
1009768,QueenRhi,47,1718871724,14768,RISE FROM RUIN,11,623,1103,1123903,0,296,17,0,11,619,0,471654861
1009778,AznAntony,100,1718873210,16282,Nuclear Winter,1107,17455,6167,8932625,628,559,2241,26523,940,1967,0,6961655216
1009878,python,100,1718878133,20718,Slithering Slayers,3887,24264,2871,38126605,1212,422,544,12755,685,688,0,2223393804
1009930,_T_,100,1718855923,28349,Dexter&#039;s Laboratory,596,17076,6602,18386395,73,1006,1246,19483,980,3403,0,8342585046
1010204,ZoNeD,69,1718877406,30009,White Rabbits,494,3335,1524,4657905,31,32,275,1877,525,633,0,1086923949
1010587,myshoeshurt,100,1718868232,16628,Chain Reaction,1166,58266,6049,61400288,46,4704,3334,54372,1087,2762,0,4761574927
1010984,SaripD0L,99,1718866597,9055,Natural Selection IV,411,7789,5474,4700565,135,15,70,28433,402,1338,0,6161224440
1012262,Cineva,94,1718878162,18569,Romania Elite Kommando,695,3586,5384,3376756,45,53,66,270,278,1358,0,5439053546
1012783,charlie0768,81,1718876674,15929,The Inquisition,784,7786,2288,4599388,217,1202,222,23308,149,1403,0,4641918633
1013697,Theiss,42,1718845557,15930,HellBound,121,252,302,338831,9,2,3,877,28,119,0,110056176
1013799,KyleWaxedU,100,1718851147,20747,Damage Inc,3289,28569,6083,33058401,2614,1772,7022,10312,106,3071,0,8519597102
1013891,Hitman_AgentX,64,1718875791,28073,Shiny Hoard Avian Team,69,5747,325,1371489,0,131,30,56187,1510,101,0,8296959
1014257,Painkiller,100,1718874852,230,PT-Family,1367,20176,13228,21195021,431,904,4451,32974,760,5131,0,15940713636
1014409,Brad0812,92,1718856842,9032,Wolf Pack,621,7421,2922,19623120,101,324,765,11568,130,899,0,3989187929
1014686,Celt,69,1718852052,12249,Aurora Surrealis,58,3713,1887,2481148,27,268,39,802,84,2140,0,2418536407
1015147,PsychoKitty,100,1718869982,7652,Alley Cats,403,29397,3325,9808609,33,544,1953,119062,2981,3955,0,6448988036
1015444,Critic,100,1718871167,3241,JFK,207,10393,7245,7381782,23,629,19,0,20,4725,0,9159171486
1016246,Jeffronimo,71,1718859271,14768,RISE FROM RUIN,35,3631,932,1549098,0,0,25,4833,578,532,0,853313499
10163,xXSupraXx,89,1718849782,45837,dDossers,1618,5908,2642,2948392,123,111,165,3822,292,1323,0,3045809435
1016719,Utracia,90,1718848923,8938,Arcadia,277,10853,6455,5111746,59,266,189,555,432,1717,0,6955595106
1016734,Kali,69,1718869946,13784,WarBirds,304,11563,5169,10695670,14,71,405,0,309,4291,0,10093127502
1016975,stala,92,1718866691,231,Destructive Anomaly,94,5466,4172,11788612,8,2,62,5000,182,1149,0,4504876509
1017320,Stampy,95,1718874794,16443,Undead Syndicate,2532,7867,3463,9592062,21,112,1007,841,86,1944,0,4098636649
1017334,bluetorpedo,100,1718874517,16312,39th Street Killers X,640,13849,6537,12915020,36,172,2256,31790,605,3029,0,8216767878
1017738,pope-clarke,38,1718876361,39781,Jolly Rogers,39,445,52,652340,0,32,12,0,97,22,0,10239824
1019014,Saba,97,1718876094,16312,39th Street Killers X,567,8677,2972,9197748,37,217,1537,2267,247,1254,0,2965149577
1019019,Jrod,100,1718851253,2736,Itsi Bitsi Bikini,102,14509,5390,6834275,50,269,2146,18678,162,2352,0,7489598572
1019193,Lunamaria,100,1718870209,10174,AQUA-Poseidon,460,27208,8277,16126455,583,104,3823,15204,2472,2749,0,9533238176
1021188,FunkyCrunchy,50,1718868620,7115,Republic Of Futuria,109,2645,303,1496773,0,21,7,0,44,619,0,301456922
1021253,TriGuem,100,1718852625,11747,Natural Selection II,941,22773,5213,40737829,678,610,3579,63074,1023,2404,0,6849528121
1021276,obe1,100,1718874633,13784,WarBirds,279,27316,6619,18770984,46,286,1054,50397,1290,1480,0,7083771869
1021341,BooBees,91,1718877648,35507,The Nest,1617,7464,2312,8005729,55,219,846,33847,597,1156,0,2282513766
1021775,NR94,61,1718848638,8520,Xenon,133,4014,1509,8951047,37,13,78,0,148,186,0,859810462
1022533,Luzbelito-,100,1718862896,27312,SA  Equilibrium,149,7837,4804,8021899,52,88,3246,31643,625,3491,0,8069731335
1022640,Izzanods,100,1718878100,27312,SA  Equilibrium,2401,27744,11392,32717089,2753,755,1749,500,287,4442,0,14935515917
1022655,Zziox,94,1718877496,41702,39th Street Warriors,2586,17986,8422,18374952,543,780,1839,34097,348,2831,0,10154500805
1023364,The1nonlyK,85,1718869113,50613,BRC   Supreme,3353,5875,974,4346869,20,123,301,9858,371,392,0,541373786
1023995,Killua,92,1718860265,9357,AQUA-Neptune,0,1414,3941,8894743,0,140,52,9288,212,1323,0,5563971941
102430,Pompey123,95,1718871287,8336,Monarch HQ,1675,6437,3433,3923508,58,141,4370,0,129,1390,0,4221603072
1024462,NipplesAndLicks,44,1718877451,22492,Dystopia,46,661,278,1448242,1,26,30,176,137,149,0,19212413
1024499,-Lanc3r-,62,1718862936,30085,Wargasm HQ,39,845,0,1015494,1,0,0,0,8,2,0,1116106407
1024778,Slicers,90,1718877295,8867,Monarch Chrysalis,66,8599,3481,12944220,3,131,885,205,158,949,0,3758957743
1025410,Pops,100,1718877451,10174,AQUA-Poseidon,3990,59585,8534,63215330,3068,2411,15378,101771,2495,3120,0,1.000008e+15
1026373,MY_NAME_IS_TORN,90,1718877484,9032,Wolf Pack,99,21593,10810,21975157,12,452,1072,1609,1027,4291,0,13494933833
1026424,davetim101,100,1718840483,9524,HT-Fenris,1242,8298,2856,4481900,50,312,774,25119,49,3721,0,7358192061
1026927,Dual,55,1718842329,30085,Wargasm HQ,442,2366,672,3101822,0,59,116,0,338,467,0,449885238
1027063,AmericanCoop,91,1718846875,9176,The Iron Fist,404,7129,2865,4804357,29,84,885,15660,316,1213,0,2940731322
1027599,UberMorlock,100,1718874725,2013,Subversive  Alliance,377,20860,12050,21117625,108,832,5585,90079,2694,4820,0,15397874360
1028345,dantex,59,1718846085,46708,The Revenant,119,2066,351,1802260,4,249,162,0,166,351,0,391854874
1028410,prowguy,91,1718868817,13665,PT-Penguins,525,5494,2723,4515376,5,17,173,5131,370,1348,0,2553327000
1028538,xFreya,71,1718874064,9745,Emergency Room,406,2915,949,1996684,7,67,163,4097,269,736,0,245059253
1028599,jiin,64,1718875891,21040,Monarch Vanguard,133,1575,76,1000856,0,27,26,1361,209,284,0,131396789
1029035,Wasted,52,1718877727,24218,HYPE,527,1380,450,2782196,52,175,81,3144,92,179,0,81696272
1030400,JoeDKat,71,1718853231,17133,Torn Medical,90,2291,791,2356291,1,30,31,0,435,632,0,619701299
1030698,Graphite,100,1718866572,9533,Natural Selection,526,16474,8858,32193745,67,700,4983,40255,1358,3333,0,11682909378
1030826,Will_i_am,100,1718873587,10820,Lithium,109,18664,6649,7945957,23,97,1240,300,374,3634,0,7466597572
103125,SWINICAL,100,1718849928,8811,Impulse 13!,243,8260,1799,2837702,83,190,143,17533,1180,3026,0,4571858111
1032325,iambob2,16,1718875182,25001,The Red Knights,866,11403,5827,16676971,377,369,1372,14920,811,2257,0,8270693108
1032943,MemoryLane,88,1718865137,44040,Galactic Arcade,1014,7329,2906,6973279,262,240,415,8833,305,1269,0,3132794351
1032989,SwiftTitan,55,1718871009,42435,Nub Army,342,1236,144,1267941,17,8,1,0,56,120,0,413378723
1033165,TheLeperKing,72,1718878163,29107,I.H.Q.,1239,5731,981,5280396,139,185,833,3109,152,578,0,242286444
1033180,JS_REP,100,1718859545,8336,Monarch HQ,577,31371,9547,50743168,108,451,5298,27548,462,3881,0,11413200516
1033263,KingMario,80,1718861259,12893,Darkside,142,4112,1232,2518572,3,86,415,224,40,507,0,1221012648
1033363,muszelious,75,1718858247,10566,The Rifle Company,974,10564,2574,6881621,15,237,823,83232,1239,825,0,1536906360
1033755,Gaston,88,1718855232,20514,Monarch X,118,4622,1554,3677275,3,323,492,926,90,2829,0,3606966315
1033810,TheMeat,58,1718875065,8509,Wandering Earth,63,1372,151,3215155,2,44,17,0,55,246,0,207537978
1034046,Krh0nPT,77,1718871540,9055,Natural Selection IV,747,4828,1514,2663065,64,48,22,13543,566,602,0,1349530157
1034083,Julle,100,1718869814,16628,Chain Reaction,1716,24891,8321,17573376,83,449,2331,60314,2384,3529,0,10485723920
1034218,Diamond_Dog,90,1718869595,7115,Republic Of Futuria,178,10262,5915,11588146,25,338,915,20122,248,1100,0,6465184437
1034523,Tezwar,100,1718878132,8336,Monarch HQ,2323,37799,9252,44415565,249,1906,659,53066,1434,3747,0,1.000008e+15
1035128,checco,86,1718877791,10913,Unbroken Silence,243,13853,4727,3392705,88,497,121,6303,1057,668,0,5069698581
1035561,Skunk,100,1718860588,5431,Ghost Ship,1131,9487,99,13520831,142,1744,3501,37897,444,2605,0,9210142156
1035599,supersnuggles,79,1718876261,7002,Karma Chameleons,172,3543,617,1914462,4,58,45,900,64,329,0,546959341
1036235,SuperDuperPoor,100,1718859887,16312,39th Street Killers X,380,19317,7829,22223824,212,289,2610,14245,593,3640,0,11469997083
103624,kopi_katz,98,1718865715,8400,Lingering Insanity,375,5576,68,9483266,65,254,939,9248,1387,2321,0,4127603386
1036405,1IceMan1,80,1718871780,9032,Wolf Pack,60,3793,1260,1584027,3,12,25,17189,776,472,0,793236060
1036451,Malinda,80,1718873027,27576,Dirty Deeds Inc,195,3151,1770,3600938,7,1584,167,0,9,752,0,1903622132
1036457,Nicole-hemma,84,1718851425,46127,Cyber Warfare,15,966,4074,1848418,11,14,8,0,10,1950,0,3700005675
1036641,SevenDeadlySins,100,1718868539,8336,Monarch HQ,1166,17245,5458,27613035,142,153,839,5171,213,2382,0,6270129116
1037464,AP_Senpai,100,1718877333,21665,Monarch Army of Light,162,12437,4052,13818200,122,433,764,3876,120,1548,0,5994148942
1039527,Wolfman,100,1718874026,8400,Lingering Insanity,1572,35129,6011,36633906,305,2709,15396,10892,841,4101,0,10245203135
1039799,BulletTooth,66,1718876338,525,Ministry of Mayhem,0,3679,1568,1513119,0,39,0,0,9,701,0,770977885
1040542,Captain-America,100,1718875977,14821,JFK - Future Killers,942,34572,6420,15661154,614,347,371,12131,857,3411,0,7620622592
1041203,dave05218,72,1718859623,25857,Road House,306,3774,1971,3640325,61,10,45,2064,41,408,0,1831850021
1041309,TheCookieMan,91,1718874506,25025,DP Warriors,1490,5012,2415,1265597,8,56,402,150,23,867,0,1712750667
1041892,Party,52,1718867129,9745,Emergency Room,0,1199,196,4334859,0,1,71,0,24,243,0,26078413
1042068,iGorKo,84,1718871609,15929,The Inquisition,52,5370,2362,3948893,9,226,147,7377,290,1217,0,2305116363
1042271,MoRbIDMiNd,49,1718845796,15222,Dark Arts,317,1760,401,3555542,2,41,9,1531,110,261,0,95499479
1042858,xKR3Wx,60,1718836784,8400,Lingering Insanity,27,1891,0,1085081,0,3,51,673,331,264,0,919460467
1043377,Dyno,100,1718877298,8500,Extinction,911,37816,7537,47622619,922,1183,1833,39689,918,3506,0,9275795342
1043426,ColdDeadFingers,100,1718872626,9533,Natural Selection,1145,28128,11182,35267500,251,568,1214,24716,1210,4620,0,13495648020
1043621,HenkiePuk,100,1718875206,231,Destructive Anomaly,2264,46313,8488,71954863,808,3948,906,37743,1331,3455,0,12998940636
1043628,LordVoldemort,97,1718877169,6799,The Untouchables,84,12023,1148,6333876,3,398,105,4100,231,417,0,1141417377
1043750,Aprilram,100,1718862611,42911,The Black Box,1014,16612,2956,16763669,34,710,618,16744,940,2310,0,5575584095
1043882,CookieKiller,81,1718872871,14432,160th SOAR Night Stalkers,54,4491,22,2458358,1,12,35,1600,1630,171,0,197307702
1043922,AMMUNITION,87,1718876377,20514,Monarch X,477,4528,2741,3020785,12,47,1002,0,136,1536,0,2829627742
1044045,SanchoPanda,100,1718876827,13665,PT-Penguins,792,16224,4772,16905558,146,278,2593,45347,1412,1780,0,5510643607
1044213,Imrahil,100,1718877267,8336,Monarch HQ,737,21705,10513,23096461,179,468,2175,33614,1239,4027,0,14599202480
1044350,Leftelep,87,1718847717,6974,Onion Smugglers,420,5536,1428,2725086,14,132,147,0,349,372,0,703274732
1044539,White_Soul,84,1718878266,27370,Desert Eagle,9,2436,2941,1857233,0,20,886,500,51,1573,0,2460689671
1045377,schilz,96,1718871158,38847,Vigilantes,2058,9170,3942,2187563,274,504,929,0,162,860,0,4729642991
104708,Tarren,35,1718873776,8510,Ara Pacis,1054,16429,6853,8106196,190,418,606,38861,1057,3856,0,10041715820
1047597,skyrunner,76,1718876971,7969,WIT-Premier,111,2672,984,2727201,1,73,42,3933,859,163,0,286578901
1047724,TheDonIsBack,80,1718869572,10877,House of Dragonborn,590,3617,1727,1783191,21,119,130,92,153,660,0,1486827162
1049343,Pelymeny,92,1718878431,20514,Monarch X,787,6726,1117,11703197,44,98,1641,11638,311,413,0,1892391598
1049777,Stripy,97,1718875562,10820,Lithium,205,11004,2986,5734766,14,20,715,15780,338,1289,0,4034300159
1049926,Darkroast,100,1718873725,8151,Chromatic,528,16039,3236,12173853,8,247,302,0,98,769,0,3837698536
105214,Exploded,84,1718858826,16040,Winter is Coming,285,2296,2175,2404085,4,39,1626,1587,183,1141,0,2658538312
1052230,Jauren,69,1718872807,8085,Nuclear Blast,231,3861,3757,2483715,2,98,146,0,311,235,0,2872471021
1052320,Darren,100,1718869808,12893,Darkside,973,16403,4479,14212127,383,917,7934,15131,423,1761,0,7335046540
1055449,CrazedPenguin,100,1718873711,89,Catalysis,1065,17347,5156,16372717,352,570,3762,86674,577,2068,0,6105953991
10560,-_-,35,1718845523,22968,Revolutionary Guerrillas,0,2154,1105,19491739,0,1,0,0,10,114,0,944982970
105937,Nexus,100,1718877584,8706,Carbon,1349,11386,5495,8478130,80,337,739,2250,140,2170,0,6762552681
1060246,Joemo22,88,1718861495,9176,The Iron Fist,387,12026,6091,9872386,176,449,119,272,289,4229,0,9665117084
1060649,j0zeph,96,1718872667,8836,Vinerri,457,4329,4386,17551148,49,337,560,16142,435,2884,0,7034618810
1061883,lordfeezal,75,1718871070,50559,LA LIMBO CARTEL (LLC),617,2248,25,3175919,35,807,35,22615,152,750,0,843924666
106195,Itsuki-Sempai,94,1718857554,33241,Nub Navy,243,4807,977,9887626,27,599,1139,26849,379,1051,0,2075505189
1063481,pablopol,99,1718851994,22492,Dystopia,310,11542,2135,5858659,47,72,436,14995,516,1153,0,3111827648
1064389,RevLitterbox,100,1718861713,3241,JFK,1041,27869,7209,29519118,27,720,2077,64722,2089,4364,0,9762888199
106481,Axl,72,1718860392,20465,SMTH - Phoenix Nirvana,59,817,0,1265445,0,26,52,0,47,841,0,1262809142
1065300,AAndreiu,41,1718867799,44562,Vanguard Titans,502,2275,2331,1218334,0,150,91,3755,190,329,0,1672505944
1065848,Hospitalize,100,1718858050,36660,Premature Attackulation,1109,13108,3207,10028923,19,859,612,4858,335,912,0,2946664580
1066131,Copper,100,1718877044,13842,Brazilian Unit,3514,18634,4344,14874761,659,206,2423,27209,1258,2282,0,6018464488
1066247,-Battousai-,100,1718877816,10174,AQUA-Poseidon,1052,16103,4601,11786245,154,225,413,24880,1229,1214,0,5448408066
1066552,DwightSchrute,100,1718847628,40334,Euphoria,3992,18342,4168,18566457,820,966,4271,13763,817,1494,0,4737902258
1066798,TheApocalypse,100,1718860025,35776,IA Black,2034,10060,3869,10922770,248,310,1788,8740,387,1975,0,4422903220
1071170,PuppyLove1052,99,1718878300,8400,Lingering Insanity,456,23089,3447,10924130,22,125,4412,14187,549,1442,0,3276703283
1071220,pat2008,100,1718877337,20747,Damage Inc,3070,19256,5558,11925112,361,235,3158,12698,529,952,0,5886384479
1072626,JakiJak666,55,1718866730,8205,FREE PALESTINE,34,2826,47,2419202,0,9,11,0,62,159,0,69324184
1074243,MazingerZ,29,1718855772,33241,Nub Navy,160,8916,1816,7116313,2,46,443,1262,130,930,0,1231224787
107444,Westend,100,1718878316,9533,Natural Selection,2194,36913,11271,78154012,216,2285,2275,79797,2957,4540,0,4.194e+11
1075060,BiuBiu,95,1718878133,18736,Monarch Research,566,3945,3544,24025693,146,143,1551,4387,302,1271,0,3552284751
1075489,Oziredbull,100,1718877754,89,Catalysis,294,13788,3199,14119714,126,396,375,7875,831,3613,0,6148224838
1075643,Gun_Ru,100,1718876414,230,PT-Family,493,24511,7803,19577143,60,656,13444,47573,1623,4068,0,10862793578
107581,HT-Lasse_J,97,1718876384,9524,HT-Fenris,562,4997,10,8592761,16,11,0,2638,593,70,0,3679301148
1075937,Robb-Stark,100,1718864715,2013,Subversive  Alliance,5934,24617,3540,24542580,299,1028,5044,11392,474,3191,0,7627917291
1076946,RatKiller,90,1718874810,6799,The Untouchables,22,11196,3259,8606265,14,128,770,63256,1028,1902,0,4006414502
1077231,makeitdont08,80,1718876037,8811,Impulse 13!,548,5050,834,3952526,79,397,98,2690,414,1039,0,1750866416
1078182,GrimNuker,100,1718873616,16312,39th Street Killers X,2766,17333,4217,16205408,169,1381,4893,62194,1107,1953,0,5283800550
107859,Jay,59,1718872681,42435,Nub Army,284,1179,81,1076529,8,4,7,800,205,154,0,53860137
1080773,Entrepreneur,86,1718853652,230,PT-Family,335,14114,5804,10348089,48,161,4145,11671,1315,2422,0,7526715017
1081517,ShadowZone,100,1718877043,12094,Nuclear Fusion,2015,21816,4372,5697914,567,4721,2342,74462,462,1550,0,2.6478e+12
1082058,-HULK-,55,1718873517,20514,Monarch X,239,3067,1802,3172152,0,0,3,0,68,1260,0,1799956066
1084433,Herbman,44,1718873553,13421,Wild Guardians,14,1522,19,895761,0,1,0,0,8,63,0,20710444
1085096,DeadLine,92,1718848598,9036,The Black Pearl,184,8719,4407,8667995,9,305,598,0,102,2358,0,6032224937
1086176,MsVeronica,40,1718869558,7935,Blue Rock Collective,0,313,1,435012,0,0,0,0,4,161,0,14170221
108760,ArcadeGaming,100,1718873884,12094,Nuclear Fusion,336,17786,4572,4098149,13,158,12,577,31,1673,0,4701587348
1088323,MIKELEE30,100,1718870949,230,PT-Family,786,19084,7535,30204366,73,408,2504,3923,1139,2252,0,13094121430
108862,YEAR_ZERO,100,1718875100,40518,Monarch Oscuridad,2582,32191,10784,27986542,363,1801,6118,41227,1267,4250,0,15611995773
108922,HT-Supermikk,100,1718878156,9524,HT-Fenris,3336,55637,5354,32405406,1523,1543,1136,25639,2205,4982,0,5.78718e+13
1090192,Luciano,100,1718866477,16312,39th Street Killers X,216,9672,4780,9755423,36,87,745,0,51,1616,0,6510412317
1090374,marric,100,1718877460,13784,WarBirds,401,21860,6845,12207565,15,89,1982,11176,1000,2595,0,7656352224
1090418,LukeStoneHm,70,1718871901,32395,-Aurora-,48,3396,954,1222748,8,40,63,500,73,449,0,510041839
1091607,DonkeyKong,96,1718845221,44404,PA Wet Dream,452,12614,3667,6492477,25,273,168,0,309,864,0,3997113810
1092485,lt_liebs,40,1718850198,7074,T.N.U. - Headquarters,356,5710,411,1710317,4,173,463,481,198,547,0,101613607
1094582,hevitikku,100,1718869652,22781,The Wolverines,421,15230,4411,6692870,96,872,377,4205,306,2092,0,5883167141
1094865,Murenn,95,1718875684,37786,Halos Momentum,851,7006,863,5656087,40,109,500,27999,710,2060,0,4171454446
109543,Dr_Syk,98,1718878369,9524,HT-Fenris,193,8419,2801,14081431,35,87,645,4000,521,1115,0,3420481732
1095910,cuculet,100,1718876683,18569,Romania Elite Kommando,1080,8602,2124,10990604,80,346,175,600,582,635,0,2530362582
1095969,PISolo,100,1718839769,8706,Carbon,802,22287,8647,12022189,132,74,889,4300,2902,3078,0,9270070511
109736,Cloud,100,1718850422,23193,Materia,4616,20320,3910,12880639,267,843,742,43405,880,2691,0,6108469400
1097729,-swing-,60,1718873518,8954,Nuclear Armageddon,1062,9446,2691,11757218,92,326,1557,9600,256,1267,0,2822664703
1097863,Poleslider,100,1718878357,6974,Onion Smugglers,692,49535,4582,20265629,95,1849,3436,23165,2999,4415,0,8123161087
1097960,straya,67,1718852592,478,PT-ShadowRazers,742,7302,8663,8799952,2,1300,1725,0,11,4116,0,12250354942
1100315,LaneKing,72,1718846298,39788,Cerberus,333,4090,237,860387,11,8,6,0,43,96,0,95553235
1101362,rokiciano,100,1718875776,9036,The Black Pearl,785,20496,6036,8087595,21,87,263,99131,1841,3920,0,7569256951
1101456,iXianG,100,1718878380,22781,The Wolverines,702,9682,5136,7722658,139,401,97,120,286,613,0,6648336960
1102071,Ckreepa,75,1718865164,7074,T.N.U. - Headquarters,64,6469,932,5300075,18,7,2,458,309,546,0,574625279
1103554,Audie,54,1718878256,8989,JUX HQ,43,3099,806,5296713,0,148,41,91,56,493,0,208523752
1105013,AMckR,76,1718848205,13131,Torn Galactic Republic,510,3971,419,3787454,21,35,130,500,116,174,0,96895794
1105319,_TMI_,100,1718849849,230,PT-Family,657,12586,5439,12550070,79,212,5062,12237,1229,2276,0,7680924093
1105675,Kevin91,100,1718878063,27370,Desert Eagle,1622,12614,3626,3555277,90,317,282,785,584,1919,0,4233009649
1108857,raoul47250,52,1718847475,40692,Kingdom of Asgard,18,2606,202,1392734,0,28,51,0,108,427,0,486102902
1109453,kittywarrior,100,1718858305,1149,WTF,1530,18316,6419,41506338,479,600,4080,16505,1119,2471,0,7558213561
1111678,Mispk2,100,1718858263,9032,Wolf Pack,161,16140,7762,14434383,14,524,541,14816,689,3968,0,11555962288
111337,PrivateSnowball,100,1718876242,89,Catalysis,2365,31530,6305,20315488,964,1091,5830,48687,1131,2010,0,7062161904
1113694,Pmislov742,40,1718862274,9032,Wolf Pack,113,6410,4291,3571686,8,140,290,4772,150,1946,0,6152897357
1116421,Rickardo,80,1718862406,7002,Karma Chameleons,272,5201,2183,4792164,37,3222,199,100,184,1772,0,4544477998
1117443,Toons,94,1718848875,20747,Damage Inc,1171,4753,3268,5354780,69,397,850,18892,675,3071,0,6707264565
1118257,Metallistar,100,1718874409,8706,Carbon,1670,25838,5862,14319998,775,1229,1566,71800,1079,3054,0,8879261171
1118743,Fingerling,50,1718876337,20514,Monarch X,634,2553,300,4444065,6,33,500,5350,125,136,0,164119174
1119114,Mr_Lager,75,1718874663,35776,IA Black,509,4384,673,3082691,18,2,52,0,138,750,0,1500093904
112080,rupe13,96,1718854626,89,Catalysis,124,12336,5053,4283974,6,234,1687,10272,410,2283,0,5585873137
112147,Maikye,100,1718878034,2013,Subversive  Alliance,364,13000,6390,11686826,32,338,184,5269,483,3064,0,10168996399
11229,PrincessJulie,100,1718868125,8989,JUX HQ,939,16298,5360,35394098,249,1721,1715,67527,771,2316,0,8531175892
1124215,__monk__,100,1718867538,231,Destructive Anomaly,73,16557,7121,20550679,27,292,2025,684,475,1725,0,8762265081
1124742,JAY-,75,1718864649,37537,WTF Ducks,382,5156,2275,2808729,22,24,12,136,81,123,0,972727839
11255,Girthquake,53,1718867154,8537,NNGO,0,86,393,747041,0,41,13,883,21,210,0,187256029
1127284,xDakota,100,1718860841,8510,Ara Pacis,1041,10557,2388,8700795,272,35,152,22584,760,1449,0,2439412314
1127528,Fanatic,100,1718872203,8706,Carbon,830,19762,10313,16243829,324,570,3905,100,1115,3588,0,11800413113
1128181,ShoeBill,35,1718861150,366,Evolution,162,3702,0,14128470,21,587,913,16463,90,3579,0,9084806759
1128371,flickers,66,1718847396,13502,Dead or Alive,27,7796,3921,3101753,24,29,122,2165,398,1488,0,3723818042
1128836,icekingya,30,1718853128,44758,NPO - Prosperity,503,1910,1004,4050008,11,107,6,242,337,273,0,156970837
1130241,DonnieBrasco,100,1718868116,89,Catalysis,988,12837,6801,13105264,438,898,3697,6507,67,3185,0,8930526311
1132337,LumbricuS,100,1718877528,230,PT-Family,520,19213,2883,41439577,110,365,3760,25324,2974,4186,0,9301735721
1132772,byrod,100,1718871845,7709,Vulpes Vulpes,1171,28225,6471,40922449,368,687,4575,38136,1403,2248,0,6128214462
1132977,stax,93,1718877565,20747,Damage Inc,508,7763,2177,4236759,24,12,235,23608,1112,716,0,1673558202
1133596,AlexanderWoolf,100,1718878224,11428,Swiss Squad,671,27008,8128,6892886,27,686,1494,21054,1515,3712,0,9037109567
1134597,Didza,92,1718860438,9176,The Iron Fist,126,3628,4081,5403408,38,142,251,0,67,1102,0,5016049090
1135046,Colonel,100,1718842051,9041,PT-Calculated,676,15391,4573,15643966,69,190,2659,78393,1942,1731,0,6146552907
1135173,-rm6-23,88,1718854633,9036,The Black Pearl,141,10656,2612,5346219,2,1288,74,4648,263,2421,0,4308514119
